dia,t_total,t_prueba1,t_prueba2,rechaza,llora,toca,prueba,consume,valence_inicio,arousal_inicio,valence_p1_before,valence_p1_during,valence_p1_after,valence_p2_before,valence_p2_during,valence_p2_after,arousal_p1_before,arousal_p1_during,arousal_p1_after,arousal_p2_before,arousal_p2_during,arousal_p2_after,valence_final,arousal_final,comentarios,id,dia_original,dia_num,fase_dia,valence_mean,arousal_mean,valence_delta,arousal_delta,valence_p1_delta,valence_p2_delta,arousal_p1_delta,arousal_p2_delta,aceptacion_score,va_missing_count,tiene_nota_tecnica,texto_limpio,lex_rechazo_activo,lex_rechazo_activo_score,lex_malestar_emocional,lex_malestar_emocional_score,lex_aceptacion,lex_aceptacion_score,lex_exploracion,lex_exploracion_score,lex_intervencion_adulto,lex_intervencion_adulto_score,lex_autonomia,lex_autonomia_score,lex_problema_datos,lex_problema_datos_score,lex_net_acceptance,score_negacion,sentiment_label,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_score,cond_gira_cara,cond_usa_manos,cond_llora_malestar,cond_juega_alimento,cond_autonomo,cond_adulto_interviene,cond_formato_entero,cond_formato_papilla,cond_video_problema,cond_segunda_prueba,cond_ambivalente
6P,5.46,,,1,0,0,0,0,0.1297423,0.2063625,,,,,,,,,,,,,0.1045723,0.7078258,,ID17,6P,6,P,0.1171573,0.45709415,-0.02517,0.5014633,,,,,-0.5,12,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7P,9.66,0.7,6,0,0,0,1,1,0.1959261,0.2826334,0.2197916,0.2078609,0.1471001,0.1145268,0.2003717,0.144327,0.2831628,0.4607458,0.539189,0.4318894,0.379939,0.3654495,0.1585961,0.4170837,,ID17,7P,7,P,0.173562538,0.395011575,-0.03733,0.1344503,-0.0726915,0.0298002,0.2560262,-0.0664399,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7E,11.83,0.81,4.36,0,0,0,1,1,,,,,,,,,,,,,,,,,"Casi todo el documento de análisis dice FIT_FAILED, por lo que no hay valores",ID17,7E,7,E,,,,,,,,,1,16,True,"casi todo el documento de análisis dice fit_failed, por lo que no hay valores",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,0,0,0,0,0,0,0,0,1,0,0
8P,5.33,,,1,0,0,0,0,0.07013387,0,,,,,,,,,,,,,0.2359552,0.4343258,,ID17,8P,8,P,0.153044535,0.2171629,0.16582133,0.4343258,,,,,-0.5,12,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
9P,5.69,0.66,,1,0,0,1,1,0.1535621,0.4152625,0.1485658,0.1198817,0.1502696,,,,0.4151343,0.4062099,0.3854471,,,,0.126277,0.3953888,Prueba la papilla pero rechaza una segunda prueba,ID17,9P,9,P,0.13971124,0.40348852,-0.0272851,-0.0198737,0.0017038,,-0.0296872,,0.5,6,False,prueba la papilla pero rechaza una segunda prueba,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,1,0,1,1
10P,6.76,2.96,,1,0,0,1,0,0.1059214,0.2901625,0.1452094,0.2450378,0.3180877,,,,0.4340114,0.4946877,0.6506087,,,,0.1668299,0.4691519,"Le queda papilla en el labio y ahi la prueba, pero no abre la boca para recibir la cucharadita",ID17,10P,10,P,0.19621724,0.46772444,0.0609085,0.1789894,0.1728783,,0.2165973,,0,6,False,"le queda papilla en el labio y ahi la prueba, pero no abre la boca para recibir la cucharadita",1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,1,0,0,1
11P,68.33,,,1,0,0,0,0,0.1077428,0.3041042,,,,,,,,,,,,,0.1145841,0.3388409,"No quiso abrir la boca, le queda en el labio pero no la prueba",ID17,11P,11,P,0.11116345,0.32147255,0.0068413,0.0347367,,,,,-0.5,12,False,"no quiso abrir la boca, le queda en el labio pero no la prueba",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
11E,56.76,,,1,0,0,0,0,0.07903727,0.02479583,,,,,,,,,,,,,,,,ID17,11E,11,E,0.07903727,0.02479583,,,,,,,-0.5,14,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
1,47.3,11.11,,1,0,0,1,0,0.07236273,0.4591709,0.1809802,0.151707,0.114384,,,,0.3898005,0.382037,0.3722073,,,,0.2043802,0.2434496,Prueba de los labios,ID18,1,1,sin_fase,0.144762826,0.36933306,0.13201747,-0.2157213,-0.0665962,,-0.0175932,,0,6,False,prueba de los labios,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
2,50.43,31.88,44.23,1,0,1,1,1,0.106152,0.4434,0.3642401,0.3099758,0.3486238,0.3046913,0.2386085,0.2440201,0.4320621,0.5376063,0.585278,0.5547091,0.5156897,0.4920457,0.09044161,0.1576155,"come la segunda vez, primera solo prueba ",ID18,2,2,sin_fase,0.250844151,0.4648008,-0.01571039,-0.2857845,-0.0156163,-0.0606712,0.1532159,-0.0626634,0.5,0,False,"come la segunda vez, primera solo prueba",0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,1,0
3,35.33,12.03,,1,0,0,1,0,0.2034394,0.4472709,0.1888441,0.2528563,0.2171761,,,,0.4312869,0.4137021,0.3961965,,,,0.106993,0.6357324,Solo lo toca con los labios ,ID18,3,3,sin_fase,0.19386178,0.46483776,-0.0964464,0.1884615,0.028332,,-0.0350904,,0,6,False,solo lo toca con los labios,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
4,17.7,,,1,0,0,0,0,0.3787026,0.8369834,,,,,,,,,,,,,0.08989924,0.5187027,No prueba ni lo toca con los labios,ID18,4,4,sin_fase,0.23430092,0.67784305,-0.28880336,-0.3182807,,,,,-0.5,12,False,no prueba ni lo toca con los labios,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
5,17.93,9.77,,1,0,0,1,0,0.0929294,0.2949583,0.1251079,0.1356524,0.1231131,,,,0.3652627,0.6662142,0.8183759,,,,0.1319527,0.3938576,"Come lo de los labios, no por cuenta propia ",ID18,5,5,sin_fase,0.1217511,0.50773374,0.0390233,0.0988993,-0.0019948,,0.4531132,,0,6,False,"come lo de los labios, no por cuenta propia",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
6,39.96,,,1,0,0,0,0,0.1160026,0.3804291,,,,,,,,,,,,,0.07159036,0.3227998,No prueba,ID18,6,6,sin_fase,0.09379648,0.35161445,-0.04441224,-0.0576293,,,,,-0.5,12,False,no prueba,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
7,20.9,13.63,18.23,0,0,0,1,1,0.0719187,0.464425,0.1522757,0.157028,0.148238,0.1950626,0.1754817,0.1219653,0.3679285,0.3844701,0.4179551,0.3555151,0.3966398,0.4056442,0.2025002,0.446877,,ID18,7,7,sin_fase,0.153058775,0.40493185,0.1305815,-0.017548,-0.0040377,-0.0730973,0.0500266,0.0501291,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
1E,3.56,,,1,0,0,0,0,0.09160537,0.345075,,,,,,,,,,,,,0.119786,0.317961,No quiere probar ni tocar,ID19,1E,1,E,0.105695685,0.331518,0.02818063,-0.027114,,,,,-0.5,12,False,no quiere probar ni tocar,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
2E,19.59,4.733,13.9,0,0,1,1,1,0.08236569,0.01927083,0.3569067,0.337869,0.3503974,0.267958,0.4190707,0.3990705,0.5587023,0.5440792,0.5391619,0.4463942,0.6434197,0.6607447,0.09604013,0.5471864,Lo prueba sola,ID19,2E,2,E,0.288709765,0.494869904,0.01367444,0.52791557,-0.0065093,0.1311125,-0.0195404,0.2143505,1,0,False,lo prueba sola,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,1,0,0,0,0,0,0
3E,15.19,1.5,9,0,0,1,1,1,0.1260303,0.1350209,0.2886617,0.3131198,0.3222585,0.5690525,0.3031002,0.1726537,0.6265396,0.6508619,0.733935,0.9367489,0.8718063,0.7598579,0.07653338,0.1524106,,ID19,3E,3,E,0.27142626,0.608397638,-0.04949692,0.0173897,0.0335968,-0.3963988,0.1073954,-0.176891,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4P,6.59,,,1,1,0,0,0,0.4471873,0.9639583,,,,,,,,,,,,,0.5746939,0.7990105,,ID19,4P,4,P,0.5109406,0.8814844,0.1275066,-0.1649478,,,,,-1,12,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
5E,23.83,3.5,15.98,0,0,1,1,1,0.06700412,0,0.3230762,0.3814099,0.3146242,0.3360452,0.3539429,0.4060092,0.7899669,0.7984583,0.7869124,0.5319617,0.5734243,0.5848224,0.1593411,0.4265262,,ID19,5E,5,E,0.292681602,0.561509025,0.09233698,0.4265262,-0.008452,0.069964,-0.0030545,0.0528607,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6P,5.43,,,1,0,0,0,0,0.10285,0.02681667,,,,,,,,,,,,,0.122996,0.3624417,Tía le ofrece papilla en brazos y rechaza,ID19,6P,6,P,0.112923,0.194629185,0.020146,0.33562503,,,,,-0.5,12,False,tía le ofrece papilla en brazos y rechaza,1,1,0,0,0,0,0,0,1,3,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,1,0,1,0,0,0
7P,2.96,,,1,1,0,0,0,0.3089233,0.5896167,,,,,,,,,,,,,0.297692,0.5178686,En brazos lo rechaza,ID19,7P,7,P,0.30330765,0.55374265,-0.0112313,-0.0717481,,,,,-1,12,False,en brazos lo rechaza,1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,1,0,0,0,0,0
8E,19.56,0.53,12.96,0,0,1,1,1,0.3800427,0.5597333,0.3800411,0.3556084,0.283785,0.4371617,0.6504754,0.5774049,0.5597334,0.5626076,0.5554348,0.5672535,0.7417517,0.7379484,0.1578857,0.1884278,,ID19,8E,8,E,0.402800613,0.559111313,-0.222157,-0.3713055,-0.0962561,0.1402432,-0.0042986,0.1706949,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
9P,14.96,0.85,9.1,0,0,0,1,1,0.2184072,0.5204917,,0.2184072,0.1788131,,,,,0.5204917,0.5318764,,,,0.07923838,0.5824869,"Video tiene info desde 10,43 ",ID19,9P,9,P,0.17371647,0.538836675,-0.13916882,0.0619952,,,,,1,8,False,"video tiene info desde 10,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
10E,12.39,1.96,8.7,0,0,1,1,1,0.09863061,0.2705833,0.2477719,0.2413481,0.1889618,,0.1713458,,0.4423092,0.4400934,0.5117366,,0.4738243,,0.1717694,0.4741815,"Tpo final 11,8. T°2 se usa 11,76 q es donde hay registro ",ID19,10E,10,E,0.186637935,0.435454717,0.07313879,0.2035982,-0.0588101,,0.0694274,,1,4,False,"tpo final 11,8. t 2 se usa 11,76 q es donde hay registro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
10P,9.6,1.94,,0,0,0,1,1,0.2326508,0.4758375,0.3463013,0.2232666,0.204372,,,,0.5353025,0.523787,0.4954984,,,,0.1327683,0.284974,,ID19,10P,10,P,0.2278718,0.46307988,-0.0998825,-0.1908635,-0.1419293,,-0.0398041,,1,6,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
11E,10.73,1,7.46,0,0,1,1,1,0.3745263,0.9851584,0.2700012,0.2054482,0.148629,0.2372118,0.2277596,0.1612573,0.9805943,0.9107665,0.8346819,0.83718,0.8280987,0.7791185,0.1906447,0.5786559,,ID19,11E,11,E,0.226934763,0.841781775,-0.1838816,-0.4065025,-0.1213722,-0.0759545,-0.1459124,-0.0580615,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12E,9.76,0.8,5.12,0,0,1,1,1,0.1627412,0.5214959,0.1583226,0.1310307,0.1072469,0.1058618,0.09272856,0.07984414,0.5200592,0.5088861,0.5159275,0.4688078,0.4252068,0.3890629,0.09070037,0.349391,,ID19,12E,12,E,0.116059534,0.46235465,-0.07204083,-0.1721049,-0.0510757,-0.02601766,-0.0041317,-0.0797449,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,No se graba porque llora desde antes de la prueba,ID19,13,13,sin_fase,,,,,,,,,,16,False,no se graba porque llora desde antes de la prueba,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,1,0,0,0,0,0,1,0,0
14E,15.19,1,11.44,0,0,1,1,1,0.1217997,0.4785,0.1940525,0.2181848,0.1430058,0.1028049,0.1456531,0.1422485,0.531246,0.5751969,0.5403451,0.4652591,0.501615,0.4887326,0.1214382,0.4999745,,ID19,14E,14,E,0.148648438,0.51010865,-0.0003615,0.0214745,-0.0510467,0.0394436,0.0090991,0.0234735,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15E,19.53,0.98,15.75,0,0,1,1,1,0.1480237,0.6687875,0.1237568,0.1131843,0.1108422,0.2223444,0.1612481,0.1790438,0.6824327,0.6025028,0.6162508,0.7565164,0.6924234,0.6241215,0.2399334,0.5749838,T°1 sólo lo topa con la boca.,ID19,15E,15,E,0.162297088,0.652252363,0.0919097,-0.0938037,-0.0129146,-0.0433006,-0.0661819,-0.1323949,1,0,False,t 1 sólo lo topa con la boca.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
16E,20.73,0.62,15.63,0,0,1,1,1,0.08238216,0.2552833,0.08770799,0.2062366,0.1869921,0.1613937,0.1599984,0.1337928,0.2582514,0.3886988,0.4968958,0.421019,0.3965226,0.3750571,0.1138317,0.4016875,,ID19,16E,16,E,0.141541931,0.374176938,0.03144954,0.1464042,0.09928411,-0.0276009,0.2386444,-0.0459619,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
17E,10.73,4.3,,0,0,1,1,1,0.1506567,0.3458375,0.3755381,0.3727492,0.2863712,,,,0.4071582,0.4698397,0.561047,,,,0.1127339,0.5026166,Solo 1 prueba,ID19,17E,17,E,0.25960982,0.4572998,-0.0379228,0.1567791,-0.0891669,,0.1538888,,1,6,False,solo 1 prueba,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
18E,14.66,2.42,10.58,0,0,1,1,1,0.2779467,0.5332208,0.1532768,0.2522536,0.3214688,0.3604955,0.4355871,0.3583529,0.5500699,0.654503,0.6837997,0.6839186,0.6821885,0.6512758,0.4046522,0.4963053,,ID19,18E,18,E,0.3205042,0.6169102,0.1267055,-0.0369155,0.168192,-0.0021426,0.1337298,-0.0326428,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
19E,52.16,32.3,37.6,0,0,1,1,1,0.38858,0.6792291,0.2305351,0.2123563,0.2795487,0.2255219,0.1958829,0.1612325,0.480316,0.458516,0.4404505,0.4547733,0.4461756,0.4201525,0.1170374,0.3341104,,ID19,19E,19,E,0.22633685,0.464215425,-0.2715426,-0.3451187,0.0490136,-0.0642894,-0.0398655,-0.0346208,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
1,10.53,0.8,,0,0,0,1,1,,,,,,,,,,,,,,,0.1703789,0.1957683,no hay info sobre las valencias y arousal de la prueba,ID20,1,1,sin_fase,0.1703789,0.1957683,,,,,,,1,14,True,no hay info sobre las valencias y arousal de la prueba,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
2,15.49,7,,1,0,0,1,1,0.09614293,0.5222292,0.3860455,0.3679494,0.363344,,,,0.8721011,0.844321,0.7958533,,,,0.4613658,0.5818599,primero rechaza probarlo y luego acepta la 2da prueba,ID20,2,2,sin_fase,0.334969526,0.7232729,0.36522287,0.0596307,-0.0227015,,-0.0762478,,0.5,6,False,primero rechaza probarlo y luego acepta la 2da prueba,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,1,1
3,17.69,0,12.13,0,0,0,1,1,0.5141512,0.7378875,,0.5141512,0.3780178,0.3945285,0.4862065,0.4136074,,0.7378875,0.739383,0.6395366,0.6716382,0.6685895,0.1361457,0.6543771,,ID20,3,3,sin_fase,0.405258329,0.692757057,-0.3780055,-0.0835104,,0.0190789,,0.0290529,1,2,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4,15.79,0.68,8.5,0,1,0,1,1,,,,,,0.4081616,0.5295964,0.4357865,,,,0.692447,0.9359133,0.9270751,0.323729,0.5016868,"despues de la primera prueba le pega a la cuchara y llora, pero acepta la segunda prueba",ID20,4,4,sin_fase,0.424318375,0.76428055,,,,0.0276249,,0.2346281,0.5,8,False,"despues de la primera prueba le pega a la cuchara y llora, pero acepta la segunda prueba",0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,3,,,,,,0,0,1,0,0,0,0,1,0,1,1
5,14.33,1.7,9,0,0,0,1,1,0.2589517,0.770025,0.328308,0.3188061,0.2525156,0.1246159,0.2126267,0.3206176,0.6989214,0.64034,0.593152,0.5271703,0.4579734,0.419493,0.06233454,0.5610442,,ID20,5,5,sin_fase,0.234847017,0.583514913,-0.19661716,-0.2089808,-0.0757924,0.1960017,-0.1057694,-0.1076773,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6,6.53,,,1,1,0,0,0,0.4416167,0.8647959,,,,,,,,,,,,,0.4337946,0.9098958,Se encuentra llorando al momento en el que se le ofrece la papilla,ID20,6,6,sin_fase,0.43770565,0.88734585,-0.0078221,0.0450999,,,,,-1,12,False,se encuentra llorando al momento en el que se le ofrece la papilla,0,0,1,2,0,0,0,0,1,1,0,0,0,0,-2,0,,,,,,0,0,1,0,0,0,0,1,0,0,0
7,14.49,1,9,0,0,0,1,1,0.2440876,0.5480917,0.1881282,0.1605448,0.1952323,0.2740583,0.2957791,0.261474,0.5349632,0.4984954,0.4756728,0.5882165,0.5703027,0.5427138,0.1212094,0.6043993,,ID20,7,7,sin_fase,0.217564212,0.545356925,-0.1228782,0.0563076,0.0071041,-0.0125843,-0.0592904,-0.0455027,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
8,14.13,1,8.9,0,0,0,1,1,0.3804438,0.7079042,0.3961562,0.3211251,0.2234514,0.3139898,0.4504476,0.2814984,0.7042536,0.6863049,0.6578758,0.8322502,0.7959521,0.7375098,0.06319571,0.6101564,,ID20,8,8,sin_fase,0.303788501,0.716525875,-0.31724809,-0.0977478,-0.1727048,-0.0324914,-0.0463778,-0.0947404,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
9,16.53,0.9,11.23,0,0,0,1,1,0.4261579,0.8343125,0.4038352,0.3590941,0.2612633,0.6117668,0.6288712,0.5171399,0.8330181,0.8090007,0.7530113,0.787804,0.8431981,0.819261,0.06239213,0.845494,,ID20,9,9,sin_fase,0.408815066,0.815637463,-0.36376577,0.0111815,-0.1425719,-0.0946269,-0.0800068,0.031457,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
10,16.23,1.5,9.6,0,0,0,1,1,0.4223329,0.99,0.5132324,0.4620187,0.3224799,0.2185728,0.3455367,0.4798052,0.9725904,0.9398939,0.9055985,0.5179231,0.6933807,0.6957919,0.05949632,0.5117638,,ID20,10,10,sin_fase,0.352934365,0.778367787,-0.36283658,-0.4782362,-0.1907525,0.2612324,-0.0669919,0.1778688,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
11,18.36,0.9,6.2,0,0,0,1,1,0.4014294,0.8669125,0.4149696,0.4097128,0.2521963,0.2137046,0.3196987,0.3644982,0.8695239,0.8547065,0.8466964,0.8284124,0.7671652,0.7301556,0.06658884,0.6796851,consume hasta una 3ra prueba de papilla,ID20,11,11,sin_fase,0.305349805,0.8054072,-0.33484056,-0.1872274,-0.1627733,0.1507936,-0.0228275,-0.0982568,1,0,False,consume hasta una 3ra prueba de papilla,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,1,0,0,0
12,17.29,0.8,11.5,0,0,0,1,1,,,,,,,,,,,,,,,,,no hay info sobre las valencias y arousal de las pruebas,ID20,12,12,sin_fase,,,,,,,,,1,16,True,no hay info sobre las valencias y arousal de las pruebas,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
13,18.46,1.5,6.5,0,0,0,1,1,0.3113367,0.405175,0.3194722,0.3693378,0.4248084,,,,0.4168865,0.7141575,0.7574114,,,,0.1783248,0.402727,consume hasta una 3ra prueba de papilla,ID20,13,13,sin_fase,0.32065598,0.53927148,-0.1330119,-0.002448,0.1053362,,0.3405249,,1,6,False,consume hasta una 3ra prueba de papilla,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,,,,,0,0,0,0,0,0,0,1,0,0,0
14,15.09,0.9,7.2,0,0,0,1,1,0.2785861,0.5979875,0.2986991,0.3046072,0.334293,0.2843646,0.3186125,0.2729491,0.6389856,0.6361904,0.6112142,0.7740388,0.8171718,0.7464277,0.2700588,0.4359049,,ID20,14,14,sin_fase,0.2952713,0.657240113,-0.0085273,-0.1620826,0.0355939,-0.0114155,-0.0277714,-0.0276111,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,16.49,1.5,12,0,0,0,1,1,0.4790146,0.7460667,0.5241385,0.5900274,0.4963839,0.3505393,0.4493093,0.3507945,0.7327968,0.8682837,0.8627015,0.8042955,0.7910719,0.7790394,0.258461,0.7223393,,ID20,15,15,sin_fase,0.437333563,0.78832435,-0.2205536,-0.0237274,-0.0277546,0.0002552,0.1299047,-0.0252561,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
